probe,EntrezGene.ID,probe.name,Alignment.score,Length.of.probe,NCBI.gene.symbol,HUGO.gene.symbol,Cytoband,Alternative.symbols,Description
214866_at,5329,214866_at,11,11,PLAUR,PLAUR,19q13,CD87|UPAR|URKR,"plasminogen activator, urokinase receptor"
214867_at,,,,,,,,,
214868_at,9271,214868_at,10,11,PIWIL1,PIWIL1,12q24.33,HIWI|PIWI,piwi-like 1 (Drosophila)
214869_x_at,26130,214869_x_at,11,11,GAPVD1,GAPVD1,9q33.3,DKFZP434C212|KIAA1521|MGC138847|MGC138848|RAP6,GTPase activating protein and VPS9 domains 1
214870_x_at,9284,214870_x_at,10,11,NPIP,NPIP,16p13-p11,,nuclear pore complex interacting protein
214871_x_at,,,,,,,,,
214872_at,,,,,,,,,
214873_at,91355,214873_at,10,11,LRP5L,LRP5L,22q11.23,DKFZp434O0213,low density lipoprotein receptor-related protein 5-like
214874_at,,,,,,,,,
214875_x_at,334,214875_x_at,10,11,APLP2,APLP2,11q23-q25|11q24,APPH|APPL2|CDEBP,amyloid beta (A4) precursor-like protein 2
214876_s_at,114791,214876_s_at,11,11,TUBGCP5,TUBGCP5,15q11.2,GCP5|KIAA1899,"tubulin, gamma complex associated protein 5"
214877_at,,,,,,,,,
214878_at,7587,214878_at,8,11,ZNF37A,ZNF37A,10p11.2,FLJ3472|KOX21|ZNF37,zinc finger protein 37A
214879_x_at,7392,214879_x_at,10,11,USF2,USF2,19q13,FIP,"upstream transcription factor 2, c-fos interacting"
214880_x_at,800,214880_x_at,5,11,CALD1,CALD1,7q33,CDM|H-CAD|L-CAD|MGC21352|NAG22,caldesmon 1
214881_s_at,7343,214881_s_at,11,11,UBTF,UBTF,17q21.3,NOR-90|UBF,"upstream binding transcription factor, RNA polymerase I"
214882_s_at,6427,214882_s_at,11,11,SFRS2,SFRS2,17q25.2,PR264|SC-35|SC35|SFRS2A|SRp30b,"splicing factor, arginine/serine-rich 2"
214883_at,,,,,,,,,
214884_at,,,,,,,,,
214885_at,,,,,,,,,
214886_s_at,,,,,,,,,
214887_at,,,,,,,,,
214888_at,,,,,,,,,
214889_at,25854,214889_at,11,11,DKFZP564J102,,4q35.2,MST119|MSTP119,DKFZP564J102 protein
214890_s_at,25854,214890_s_at,11,11,DKFZP564J102,,4q35.2,MST119|MSTP119,DKFZP564J102 protein
214891_at,,,,,,,,,
214892_x_at,,,,,,,,,
214893_x_at,610,214893_x_at,11,11,HCN2,HCN2,19p13.3,BCNG-2|BCNG2|HAC-1,hyperpolarization activated cyclic nucleotide-gated potassium channel 2
214894_x_at,23499,214894_x_at,11,11,MACF1,MACF1,1p32-p31,ABP620|ACF7|FLJ45612|FLJ46776|KIAA0465|KIAA1251|MACF|OFC4,microtubule-actin crosslinking factor 1
214895_s_at,102,214895_s_at,11,11,ADAM10,ADAM10,15q2|15q22,CD156c|HsT18717|MADM|kuz,ADAM metallopeptidase domain 10
214896_at,,,,,,,,,
214897_at,,,,,,,,,
214898_x_at,,,,,,,,,
214899_at,163131,214899_at,11,11,ZNF780B,ZNF780B,19q13.2,ZNF779,zinc finger protein 780B
214900_at,7586,214900_at,9,11,ZKSCAN1,ZKSCAN1,7q21.3-q22.1,9130423L19Rik|KOX18|MGC138429|PHZ-37|ZNF139|ZNF36,zinc finger with KRAB and SCAN domains 1
214901_at,7554,214901_at,10,11,ZNF8,ZNF8,19q13.43,HF.18|Zfp128,zinc finger protein 8
214902_x_at,,,,,,,,,
214903_at,,,,,,,,,
214904_at,,,,,,,,,
214905_at,,,,,,,,,
214906_x_at,90634,214906_x_at,11,11,CG018,,13q12-q13,,hypothetical gene CG018
214907_at,90273,214907_at,11,11,CEACAM21,CEACAM21,19q13.2,CEACAM3|FLJ13540|MGC119874|R29124_1,carcinoembryonic antigen-related cell adhesion molecule 21
214908_s_at,8295,214908_s_at,11,11,TRRAP,TRRAP,7q21.2-q22.1,FLJ10671|PAF350/400|PAF400|STAF40|TR-AP|Tra1,transformation/transcription domain-associated protein
214909_s_at,23564,214909_s_at,11,11,DDAH2,DDAH2,6p21.3,DDAH|DDAHII|G6a|NG30,dimethylarginine dimethylaminohydrolase 2
214910_s_at,55937,214910_s_at,11,11,APOM,APOM,6p21.33,G3a|HSPC336|MGC22400|NG20,apolipoprotein M
214911_s_at,6046,214911_s_at,11,11,BRD2,BRD2,6p21.3,D6S113E|DKFZp686N0336|FLJ31942|FSRG1|KIAA9001|NAT|RING3|RNF3,bromodomain containing 2
214912_at,,,,,,,,,
214913_at,9508,214913_at,11,11,ADAMTS3,ADAMTS3,4q13.3,ADAMTS-4|KIAA0366,"ADAM metallopeptidase with thrombospondin type 1 motif, 3"
214914_at,,,,,,,,,
214915_at,,,,,,,,,
214916_x_at,,,,,,,,,
214917_at,5562,214917_at,1,11,PRKAA1,PRKAA1,5p12,AMPK|AMPKa1|MGC33776|MGC57364,"protein kinase, AMP-activated, alpha 1 catalytic subunit"
214918_at,,,,,,,,,
214919_s_at,,,,,,,,,
214920_at,,,,,,,,,
214921_at,,,,,,,,,
214922_at,83744,214922_at,2,11,ZNF484,ZNF484,9q22.31,BA526D8.4|MGC133033|MGC133034,zinc finger protein 484
214923_at,,,,,,,,,
214924_s_at,22906,214924_s_at,11,11,TRAK1,TRAK1,3p25.3-p24.1,OIP106,"trafficking protein, kinesin binding 1"
214925_s_at,,,,,,,,,
214926_at,,,,,,,,,
214927_at,,,,,,,,,
214928_at,,,,,,,,,
214929_s_at,,,,,,,,,
214930_at,26050,214930_at,11,11,SLITRK5,SLITRK5,13q31.2,KIAA0918|LRRC11|bA364G4.2,"SLIT and NTRK-like family, member 5"
214931_s_at,6733,214931_s_at,11,11,SRPK2,SRPK2,7q22-q31.1,FLJ36101|SFRSK2,SFRS protein kinase 2
214932_at,,,,,,,,,
214933_at,,,,,,,,,
214934_at,374868,214934_at,11,11,ATP9B,ATP9B,18q23,ATPASEP|ATPIIB|DKFZp686H2093|FLJ46612|HUSSY-20|MGC150650|MGC150651|MGC61572|NEO1L,"ATPase, Class II, type 9B"
214935_at,,,,,,,,,
214936_at,23143,214936_at,8,11,LRCH1,LRCH1,13q14.13-q14.2,CHDC1|KIAA1016,leucine-rich repeats and calponin homology (CH) domain containing 1
214937_x_at,5108,214937_x_at,11,11,PCM1,PCM1,8p22-p21.3,PTC4,pericentriolar material 1
214938_x_at,3146,214938_x_at,11,11,HMGB1,HMGB1,13q12,DKFZp686A04236|HMG1|HMG3|SBP-1,high-mobility group box 1
214939_x_at,4301,214939_x_at,11,11,MLLT4,MLLT4,6q27,AF-6|AF6|AFADIN|FLJ34371|RP3-431P23.3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"
214940_s_at,23293,214940_s_at,11,11,SMG6,SMG6,17p13.3,C17orf31|EST1A|KIAA0732|SMG-6,"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)"
214941_s_at,,,,,,,,,
214942_at,,,,,,,,,
214943_s_at,23029,214943_s_at,11,11,RBM34,RBM34,1q42.3,KIAA0117,RNA binding motif protein 34
214944_at,,,,,,,,,
214945_at,,,,,,,,,
214946_x_at,,,,,,,,,
214947_at,,,,,,,,,
214948_s_at,,,,,,,,,
214949_at,,,,,,,,,
214950_at,,,,,,,,,
214951_at,65012,214951_at,10,11,SLC26A10,SLC26A10,12q13,,"solute carrier family 26, member 10"
214952_at,,,,,,,,,
214953_s_at,351,214953_s_at,11,11,APP,APP,21q21.2|21q21.3,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN2,"amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)"
214954_at,,,,,,,,,
214955_at,164656,214955_at,11,11,TMPRSS6,TMPRSS6,22q12.3,,"transmembrane protease, serine 6"
214956_at,,,,,,,,,
214957_at,81569,214957_at,11,11,ACTL8,ACTL8,1p36.2-p35,,actin-like 8
214958_s_at,11322,214958_s_at,11,11,TMC6,TMC6,17q25.3,EV1|EVER1|EVIN1|LAK-4P,transmembrane channel-like 6
214959_s_at,8539,214959_s_at,11,11,API5,API5,11p12-q12,AAC-11|AAC11|API5L1,apoptosis inhibitor 5
214960_at,,,,,,,,,
214961_at,23281,214961_at,11,11,KIAA0774,KIAA0774,13q12.3,,KIAA0774
214962_s_at,23279,214962_s_at,11,11,NUP160,NUP160,11p11.2,MGC150678|MGC150679,nucleoporin 160kDa
214963_at,,,,,,,,,
214964_at,,,,,,,,,
214965_at,124044,214965_at,11,11,C16orf76,C16orf76,16q24.3,MGC26885,chromosome 16 open reading frame 76
214966_at,2901,214966_at,11,11,GRIK5,GRIK5,19q13.2,EAA2|GRIK2|KA2,"glutamate receptor, ionotropic, kainate 5"
214967_at,,,,,,,,,
214968_at,317781,214968_at,6,11,DDX51,DDX51,12q24.33,DKFZp686N2081|MGC42193,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
214969_at,4293,214969_at,11,11,MAP3K9,MAP3K9,14q24.3-q31,MLK1|PRKE1,mitogen-activated protein kinase kinase kinase 9
214970_s_at,,,,,,,,,
214971_s_at,6480,214971_s_at,11,11,ST6GAL1,ST6GAL1,3q27-q28,CD75|MGC48859|SIAT1|ST6Gal I|ST6GalI,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1"
214972_at,,,,,,,,,
214973_x_at,,,,,,,,,
214974_x_at,6374,214974_x_at,11,11,CXCL5,CXCL5,4q12-q13,ENA-78|SCYB5,chemokine (C-X-C motif) ligand 5
214975_s_at,8776,214975_s_at,11,11,MTMR1,MTMR1,Xq28,,myotubularin related protein 1
214976_at,,,,,,,,,
214977_at,,,,,,,,,
214978_s_at,8497,214978_s_at,11,11,PPFIA4,PPFIA4,1q32.1,,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
214979_at,,,,,,,,,
214980_at,,,,,,,,,
214981_at,,,,,,,,,
214982_at,,,,,,,,,
214983_at,,,,,,,,,
214984_at,,,,,,,,,
214985_at,,,,,,,,,
214986_x_at,23759,214986_x_at,10,11,PPIL2,PPIL2,22q11.21,CYC4|CYP60|FLJ39930|MGC33174|MGC787|hCyP-60,peptidylprolyl isomerase (cyclophilin)-like 2
214987_at,,,,,,,,,
214988_s_at,6651,214988_s_at,11,11,SON,SON,21q22.1-q22.2|21q22.11,BASS1|C21orf50|DBP-5|FLJ21099|FLJ33914|KIAA1019|NREBP|SON3,SON DNA binding protein
214989_x_at,9295,214989_x_at,1,11,SFRS11,SFRS11,1p31,DKFZp686M13204|dJ677H15.2|p54,"splicing factor, arginine/serine-rich 11"
214990_at,,,,,,,,,
214991_s_at,84720,214991_s_at,11,11,PIGO,PIGO,9p13.3,DKFZp434M222|FLJ00135|MGC20536|MGC3079|RP11-182N22.4,"phosphatidylinositol glycan anchor biosynthesis, class O"
214992_s_at,1777,214992_s_at,11,11,DNASE2,DNASE2,19p13.2,DNASE2A|DNL|DNL2,"deoxyribonuclease II, lysosomal"
214993_at,253982,214993_at,4,11,ASPHD1,ASPHD1,16p11.2,,aspartate beta-hydroxylase domain containing 1
214994_at,200316,214994_at,11,11,APOBEC3F,APOBEC3F,22q13.1,ARP8|BK150C2.4.MRNA|KA6|MGC74891,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F"
214995_s_at,,,,,,,,,
214996_at,,,,,,,,,
214997_at,,,,,,,,,
214998_at,,,,,,,,,
214999_s_at,,,,,,,,,
215000_s_at,9637,215000_s_at,11,11,FEZ2,FEZ2,2p21,HUM3CL|MGC117372,fasciculation and elongation protein zeta 2 (zygin II)
215001_s_at,2752,215001_s_at,11,11,GLUL,GLUL,1q31,GLNS|GS|PIG43,glutamate-ammonia ligase (glutamine synthetase)
215002_at,,,,,,,,,
215003_at,,,,,,,,,
215004_s_at,57794,215004_s_at,11,11,SF4,SF4,19p13.11,DKFZp434E2216|F23858|RBP,splicing factor 4
215005_at,54550,215005_at,10,11,EFCBP2,EFCBP2,16q23.3,NECAB2,EF-hand calcium binding protein 2
215006_at,,,,,,,,,
215008_at,7093,215008_at,10,11,TLL2,TLL2,10q23-q24,KIAA0932|MGC133312|MGC133313,tolloid-like 2
215009_s_at,,,,,,,,,
215010_s_at,9024,215010_s_at,11,11,BRSK2,BRSK2,11p15.5,C11orf7|FLJ41362|PEN11B|SAD1|STK29,BR serine/threonine kinase 2
215011_at,,,,,,,,,
215012_at,,,,,,,,,
215013_s_at,,,,,,,,,
215014_at,,,,,,,,,
215015_at,92558,215015_at,11,11,CCDC64,CCDC64,12q24.23,FLJ26450|H_267D11.1,coiled-coil domain containing 64
215016_x_at,667,215016_x_at,11,11,DST,DST,6p12-p11,BP240|BPA|BPAG1|CATX-15|D6S1101|DMH|FLJ46791|KIAA0465|KIAA1470|MACF2,dystonin
215017_s_at,54874,215017_s_at,11,11,FNBP1L,FNBP1L,1p22.1,C1orf39|TOCA1,formin binding protein 1-like
215018_at,,,,,,,,,
215019_x_at,84436,215019_x_at,11,11,ZNF528,ZNF528,19q13,KIAA1827|MGC126761|MGC138155,zinc finger protein 528
215020_at,,,,,,,,,
215021_s_at,9369,215021_s_at,11,11,NRXN3,NRXN3,14q31,KIAA0743,neurexin 3
215022_x_at,7582,215022_x_at,10,11,ZNF33B,ZNF33B,10q11.2,FLJ23327|KOX2|KOX31|MGC129696|ZNF11B,zinc finger protein 33B
215023_s_at,5189,215023_s_at,11,11,PEX1,PEX1,7q21.2,ZWS1,peroxisome biogenesis factor 1
215024_at,,,,,,,,,
215025_at,4916,215025_at,11,11,NTRK3,NTRK3,15q25,TRKC|gp145(trkC),"neurotrophic tyrosine kinase, receptor, type 3"
215026_x_at,6337,215026_x_at,6,11,SCNN1A,SCNN1A,12p13,ENaCa|ENaCalpha|FLJ21883|SCNEA|SCNN1,"sodium channel, nonvoltage-gated 1 alpha"
215027_at,,,,,,,,,
215028_at,,,,,,,,,
215029_at,,,,,,,,,
215030_at,,,,,,,,,
215031_x_at,55658,215031_x_at,11,11,RNF126,RNF126,19p13.3,FLJ20552|MGC1022|MGC14317,ring finger protein 126
215032_at,,,,,,,,,
215033_at,,,,,,,,,
215034_s_at,4071,215034_s_at,11,11,TM4SF1,TM4SF1,3q21-q25,H-L6|L6|M3S1|TAAL6,transmembrane 4 L six family member 1
215035_at,,,,,,,,,
215036_at,,,,,,,,,
215037_s_at,598,215037_s_at,11,11,BCL2L1,BCL2L1,20q11.21,BCL-XL/S|BCL2L|BCLX|Bcl-X|DKFZp781P2092|bcl-xL|bcl-xS,BCL2-like 1
215038_s_at,29072,215038_s_at,11,11,SETD2,SETD2,3p21.31,FLJ16420|FLJ22472|FLJ23184|FLJ45883|HIF-1|HSPC069|HYPB|KIAA1732,SET domain containing 2
215039_at,,,,,,,,,
215040_at,,,,,,,,,
215041_s_at,23348,215041_s_at,11,11,DOCK9,DOCK9,13q32.3,DKFZp686C11110|DKFZp686D2047|DKFZp686N04132|FLJ16744|FLJ44528|FLJ45282|FLJ45601|KIAA1058|KIAA1085|ZIZ1|zizimin1,dedicator of cytokinesis 9
215042_at,,,,,,,,,
215043_s_at,11042,215043_s_at,11,11,SMA5,,5q13,,SMA5
215044_s_at,10254,215044_s_at,11,11,STAM2,STAM2,2q23.3,DKFZp564C047|Hbp|STAM2A|STAM2B,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
215045_at,11189,215045_at,11,11,TNRC4,TNRC4,1q21,BRUNOL1|CAGH4|CELF3|ERDA4|MGC57297,trinucleotide repeat containing 4
215046_at,151050,215046_at,11,11,FLJ23861,,2q34,,hypothetical protein FLJ23861
215047_at,25893,215047_at,11,11,TRIM58,TRIM58,1q44,BIA2|DKFZp434C091,tripartite motif-containing 58
215048_at,140883,215048_at,11,11,SUHW2,SUHW2,22q11.22,5'OY11.1|D87009.C22.3|ZNF279|ZNF632,suppressor of hairy wing homolog 2 (Drosophila)
215049_x_at,9332,215049_x_at,11,11,CD163,CD163,12p13.3,M130|MM130,CD163 molecule
215050_x_at,9261,215050_x_at,8,11,MAPKAPK2,MAPKAPK2,1q32,,mitogen-activated protein kinase-activated protein kinase 2
215051_x_at,199,215051_x_at,11,11,AIF1,AIF1,6p21.3,AIF-1|IBA1|IRT-1,allograft inflammatory factor 1
215052_at,,,,,,,,,
215053_at,,,,,,,,,
215054_at,2057,215054_at,3,11,EPOR,EPOR,19p13.3-p13.2,MGC138358,erythropoietin receptor
215055_at,,,,,,,,,
215056_at,,,,,,,,,
215057_at,,,,,,,,,
215058_at,160518,215058_at,10,11,MGC24039,,12p11.21,DKFZp686P1174|FLJ41648|FLJ43333,hypothetical protein MGC24039
215059_at,,,,,,,,,
215060_at,,,,,,,,,
215061_at,,,,,,,,,
215062_at,,,,,,,,,
215063_x_at,,,,,,,,,
215064_at,,,,,,,,,
215065_at,,,,,,,,,
215066_at,,,,,,,,,
215067_x_at,645524,215067_x_at,1,11,FLJ36840,,,,hypothetical LOC645524
215068_s_at,,,,,,,,,
215069_at,,,,,,,,,
215070_x_at,,,,,,,,,
215071_s_at,,,,,,,,,
215072_x_at,26098,215072_x_at,4,11,C10orf137,C10orf137,10q26.13-q26.2,EDRF1|MGC125705|RP11-383C5.6,chromosome 10 open reading frame 137
215073_s_at,7026,215073_s_at,11,11,NR2F2,NR2F2,15q26,ARP1|COUP-TFII|COUPTFB|MGC117452|SVP40|TFCOUP2,"nuclear receptor subfamily 2, group F, member 2"
215074_at,,,,,,,,,
215075_s_at,2885,215075_s_at,11,11,GRB2,GRB2,17q24-q25,ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084,growth factor receptor-bound protein 2
215076_s_at,1281,215076_s_at,11,11,COL3A1,COL3A1,2q31,EDS4A|FLJ34534,"collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)"
215077_at,,,,,,,,,
215078_at,,,,,,,,,
215079_at,,,,,,,,,
215080_s_at,116986,215080_s_at,11,11,CENTG1,CENTG1,12q14.1,AGAP2|FLJ16430|GGAP2|KIAA0167|PIKE,"centaurin, gamma 1"
215081_at,23251,215081_at,11,11,KIAA1024,,15q25.1,,KIAA1024 protein
215082_at,,,,,,,,,
215083_at,,,,,,,,,
215084_s_at,115353,215084_s_at,11,11,LRRC42,LRRC42,1p33-p32.1,MGC8974|dJ167A19.4,leucine rich repeat containing 42
215085_x_at,9940,215085_x_at,11,11,DLEC1,DLEC1,3p22-p21.3,DLC1|F56,deleted in lung and esophageal cancer 1
215086_at,,,,,,,,,
215087_at,,,,,,,,,
215088_s_at,6391,215088_s_at,11,11,SDHC,SDHC,1q21,CYB560|CYBL|PGL3|QPS1|SDH3,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"
215089_s_at,8241,215089_s_at,11,11,RBM10,RBM10,Xp11.23,DXS8237E|GPATC9|GPATCH9|KIAA0122|MGC1132|MGC997|ZRANB5,RNA binding motif protein 10
215090_x_at,9520,215090_x_at,8,11,NPEPPS,NPEPPS,17q21,MP100|PSA,aminopeptidase puromycin sensitive
215091_s_at,,,,,,,,,
215092_s_at,10725,215092_s_at,11,11,NFAT5,NFAT5,16q22.1,KIAA0827|NF-AT5|NFATL1|NFATZ|OREBP|TONEBP,"nuclear factor of activated T-cells 5, tonicity-responsive"
215093_at,50814,215093_at,9,11,NSDHL,NSDHL,Xq28,H105E3|XAP104,NAD(P) dependent steroid dehydrogenase-like
215094_at,152185,215094_at,8,11,CCDC52,CCDC52,3q13.2,FLJ26064|FLJ44949,coiled-coil domain containing 52
215095_at,2098,215095_at,2,11,ESD,ESD,13q14.1-q14.2,,esterase D/formylglutathione hydrolase
215096_s_at,2098,215096_s_at,11,11,ESD,ESD,13q14.1-q14.2,,esterase D/formylglutathione hydrolase
215097_at,832,215097_at,1,11,CAPZB,CAPZB,1p36.1,CAPB|CAPPB|CAPZ|MGC104401|MGC129749|MGC129750,"capping protein (actin filament) muscle Z-line, beta"
215098_at,,,,,,,,,
215099_s_at,6257,215099_s_at,10,11,RXRB,RXRB,6p21.3,DAUDI6|H-2RIIBP|MGC1831|NR2B2|RCoR-1,"retinoid X receptor, beta"
215100_at,84830,215100_at,7,11,C6orf105,C6orf105,6p24.1,MGC12335|RP3-413H6.1|dJ413H6.1,chromosome 6 open reading frame 105
215101_s_at,6374,215101_s_at,11,11,CXCL5,CXCL5,4q12-q13,ENA-78|SCYB5,chemokine (C-X-C motif) ligand 5
215102_at,,,,,,,,,
215103_at,,,,,,,,,
215104_at,83714,215104_at,11,11,NRIP2,NRIP2,12p13.33,DKFZP761G1913,nuclear receptor interacting protein 2
215105_at,,,,,,,,,
215106_at,,,,,,,,,
215107_s_at,55001,215107_s_at,11,11,TTC22,TTC22,1p32.3,FLJ20619,tetratricopeptide repeat domain 22
215108_x_at,,,,,,,,,
215109_at,,,,,,,,,
215110_at,,,,,,,,,
215111_s_at,8848,215111_s_at,11,11,TSC22D1,TSC22D1,13q14,DKFZp686O19206|MGC17597|RP11-269C23.2|TGFB1I4|TSC22,"TSC22 domain family, member 1"
215112_x_at,23101,215112_x_at,11,11,MCF2L2,MCF2L2,3q27.1,DKFZp686K0690|FLJ42509|KIAA0861,MCF.2 cell line derived transforming sequence-like 2
215113_s_at,26168,215113_s_at,11,11,SENP3,SENP3,17p13,DKFZP586K0919|DKFZp762A152|SMT3IP1|SSP3,SUMO1/sentrin/SMT3 specific peptidase 3
215114_at,,,,,,,,,
215115_x_at,4916,215115_x_at,10,11,NTRK3,NTRK3,15q25,TRKC|gp145(trkC),"neurotrophic tyrosine kinase, receptor, type 3"
215116_s_at,1759,215116_s_at,11,11,DNM1,DNM1,9q34,DNM,dynamin 1
215117_at,5897,215117_at,11,11,RAG2,RAG2,11p13,,recombination activating gene 2
215118_s_at,,,,,,,,,
215119_at,23026,215119_at,10,11,RP11-54H7.1,,13q33.3,KIAA0865|MYR8,myosin heavy chain Myr 8
215120_s_at,,,,,,,,,
215121_x_at,91353,215121_x_at,1,11,CTA-246H3.1,,22q11.23,LOC91353,similar to omega protein
215122_at,6911,215122_at,11,11,TBX6,TBX6,16p11.2,DFNB67,T-box 6
215123_at,,,,,,,,,
215124_at,162972,215124_at,2,11,ZNF550,ZNF550,19q13.43,MGC41917,zinc finger protein 550
215125_s_at,,,,,,,,,
215126_at,,,,,,,,,
215127_s_at,5937,215127_s_at,11,11,RBMS1,RBMS1,2q24.2,MGC15146|MGC3331|MSSP|MSSP-1|MSSP-2|MSSP-3|SCR2|YC1,"RNA binding motif, single stranded interacting protein 1"
215128_at,,,,,,,,,
215129_at,5288,215129_at,10,11,PIK3C2G,PIK3C2G,12p12,MGC163149|PI3K-C2GAMMA,"phosphoinositide-3-kinase, class 2, gamma polypeptide"
215130_s_at,124152,215130_s_at,11,11,IQCK,IQCK,16p12.3,FLJ20115|FLJ36575|MGC35048,IQ motif containing K
215131_at,124152,215131_at,4,11,IQCK,IQCK,16p12.3,FLJ20115|FLJ36575|MGC35048,IQ motif containing K
215132_at,,,,,,,,,
215133_s_at,,,,,,,,,
215134_at,55361,215134_at,10,11,PI4KII,,10q24,DKFZP761G1923|RP11-548K23.6,phosphatidylinositol 4-kinase type II
215135_at,,,,,,,,,
215136_s_at,11340,215136_s_at,11,11,EXOSC8,EXOSC8,13q13.1,CIP3|EAP2|OIP2|RP11-421P11.3|RRP43|Rrp43p|bA421P11.3|p9,exosome component 8
215137_at,,,,,,,,,
215138_s_at,23254,215138_s_at,11,11,KIAA1026,,1p36.21,RP1-21O18.1,kazrin
215139_at,,,,,,,,,
215140_at,,,,,,,,,
215141_at,,,,,,,,,
215142_at,,,,,,,,,
215143_at,,,,,,,,,
215144_at,,,,,,,,,
215145_s_at,26047,215145_s_at,11,11,CNTNAP2,CNTNAP2,7q35-q36,CASPR2|CDFE|DKFZp781D1846|NRXN4,contactin associated protein-like 2
215146_s_at,,,,,,,,,
215147_at,,,,,,,,,
215148_s_at,9546,215148_s_at,11,11,APBA3,APBA3,19p13.3,MGC:15815|X11L2|mint3,"amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)"
215149_at,,,,,,,,,
215150_at,55432,215150_at,11,11,YOD1,YOD1,1q32.1,DKFZp451J1719|OTUD2|PRO0907,YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)
215151_at,,,,,,,,,
215152_at,,,,,,,,,
215153_at,9722,215153_at,11,11,NOS1AP,NOS1AP,1q23.3,CAPON|MGC138500,nitric oxide synthase 1 (neuronal) adaptor protein
215154_at,,,,,,,,,
215155_at,,,,,,,,,
215156_at,,,,,,,,,
215157_x_at,26986,215157_x_at,10,11,PABPC1,PABPC1,8q22.2-q23,PAB1|PABP|PABP1|PABPC2|PABPL1,"poly(A) binding protein, cytoplasmic 1"
215158_s_at,9191,215158_s_at,11,11,DEDD,DEDD,1q23.3,CASP8IP1|DEDD1|DEFT|FLDED1|KE05,death effector domain containing
215159_s_at,65220,215159_s_at,11,11,NADK,NADK,1p36.33-p36.21,FLJ13052|FLJ37724|RP1-283E3.6|dJ283E3.1,NAD kinase
215160_x_at,2483,215160_x_at,4,11,FRG1,FRG1,4q35,FSG1,FSHD region gene 1
215161_at,57172,215161_at,11,11,CAMK1G,CAMK1G,1q32-q41,CLICKIII|VWS1|dJ272L16.1,calcium/calmodulin-dependent protein kinase IG
215162_at,,,,,,,,,
215163_at,,,,,,,,,
215164_at,,,,,,,,,
215165_x_at,7372,215165_x_at,10,11,UMPS,UMPS,3q13,OPRT,uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5'-decarboxylase)
215166_at,,,,,,,,,
215167_at,,,,,,,,,
215168_at,,,,,,,,,
215169_at,9906,215169_at,11,11,SLC35E2,SLC35E2,1p36.33,DKFZp686M0869|KIAA0447|MGC104754|MGC117254|MGC126715|MGC138494,"solute carrier family 35, member E2"
215170_s_at,22995,215170_s_at,2,11,CEP152,CEP152,15q21.1,KIAA0912,centrosomal protein 152kDa
215171_s_at,10440,215171_s_at,11,11,TIMM17A,TIMM17A,1q32.1,TIM17|TIM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast)
215172_at,,,,,,,,,
215173_at,,,,,,,,,
215174_at,,,,,,,,,
215175_at,,,,,,,,,
215176_x_at,,,,,,,,,
215177_s_at,3655,215177_s_at,11,11,ITGA6,ITGA6,2q31.1,CD49f|ITGA6B|VLA-6,"integrin, alpha 6"
215178_x_at,27163,215178_x_at,11,11,ASAHL,ASAHL,4q21.1,NAAA|PLT,N-acylsphingosine amidohydrolase (acid ceramidase)-like
215179_x_at,,,,,,,,,
215180_at,,,,,,,,,
215181_at,64405,215181_at,11,11,CDH22,CDH22,20q13.1,C20orf25|MGC39564|dJ998H6.1,cadherin-like 22
215182_x_at,,,,,,,,,
215183_at,,,,,,,,,
215184_at,23604,215184_at,11,11,DAPK2,DAPK2,15q22.31,DRP-1|MGC119312,death-associated protein kinase 2
215185_at,,,,,,,,,
215186_at,,,,,,,,,
215187_at,,,,,,,,,
215188_at,,,,,,,,,
215189_at,3892,215189_at,10,11,KRT86,KRT86,12q13,HB6|Hb1|KRTHB1|KRTHB6|MNX|hHb6,keratin 86
215190_at,,,,,,,,,
215191_at,,,,,,,,,
215192_at,,,,,,,,,
215193_x_at,,,,,,,,,
215194_at,,,,,,,,,
215195_at,5578,215195_at,11,11,PRKCA,PRKCA,17q22-q23.2,AAG6|MGC129900|MGC129901|PKC-alpha|PKCA|PRKACA,"protein kinase C, alpha"
215196_at,,,,,,,,,
215197_at,,,,,,,,,
215198_s_at,800,215198_s_at,11,11,CALD1,CALD1,7q33,CDM|H-CAD|L-CAD|MGC21352|NAG22,caldesmon 1
215199_at,,,,,,,,,
215200_x_at,,,,,,,,,
215201_at,,,,,,,,,
215202_at,,,,,,,,,
215203_at,,,,,,,,,
